document_id,scenario_type,variant,language,contains_personal_data,entity_types,recommended_split,difficulty,edge_case,challenge_category,scenario_seed,row_seed
SYN-CONTRACT-0069,contract,contract_excerpt,en,yes,PERSON;DATE_TIME,validation,easy,False,none,42,420069
SYN-CONTRACT-0070,contract,contract_excerpt,en,no,,train,easy,False,none,42,420070
SYN-CONTRACT-0071,contract,signature_section,de,no,,validation,easy,False,none,42,420071
SYN-CONTRACT-0072,contract,contract_excerpt,de,yes,PERSON;LOCATION,test,easy,False,none,42,420072
SYN-CONTRACT-0073,contract,signature_section,de,no,,test,easy,False,none,42,420073
SYN-CONTRACT-0074,contract,signature_section,en,no,,train,easy,False,none,42,420074
SYN-CONTRACT-0075,contract,signature_section,en,no,,train,easy,False,none,42,420075
SYN-CONTRACT-0076,contract,amendment,de,no,,train,easy,False,none,42,420076
SYN-CONTRACT-0077,contract,amendment,de,no,,train,easy,False,none,42,420077
SYN-CONTRACT-0078,contract,contract_excerpt,en,no,,train,easy,False,none,42,420078
SYN-CONTRACT-0079,contract,contract_excerpt,de,no,,train,easy,False,none,42,420079
SYN-CONTRACT-0080,contract,amendment,en,no,,train,easy,False,none,42,420080
SYN-CONTRACT-0081,contract,amendment,de,no,,validation,easy,False,none,42,420081
SYN-CONTRACT-0082,contract,contract_excerpt,en,no,,train,easy,False,none,42,420082
SYN-CONTRACT-0083,contract,contract_excerpt,de,no,,test,easy,False,none,42,420083
SYN-CONTRACT-0084,contract,amendment,de,no,,validation,easy,False,none,42,420084
SYN-CONTRACT-0085,contract,contract_excerpt,de,yes,PERSON;LOCATION,train,easy,False,none,42,420085
SYN-CONTRACT-0086,contract,signature_section,en,no,,train,easy,False,none,42,420086
SYN-CONTRACT-0087,contract,signature_section,en,no,,train,easy,False,none,42,420087
SYN-CONTRACT-0088,contract,amendment,en,no,,test,easy,False,none,42,420088
SYN-CONTRACT-0089,contract,signature_section,en,no,,train,easy,False,none,42,420089
SYN-CONTRACT-0090,contract,signature_section,de,yes,PERSON;LOCATION,train,easy,False,none,42,420090
SYN-CONTRACT-0091,contract,amendment,en,no,,train,easy,False,none,42,420091
SYN-CONTRACT-0092,contract,contract_excerpt,de,no,,train,easy,False,none,42,420092
SYN-CONTRACT-0093,contract,contract_excerpt,de,no,,validation,easy,False,none,42,420093
SYN-CONTRACT-0094,contract,signature_section,en,no,,validation,easy,False,none,42,420094
SYN-CONTRACT-0095,contract,amendment,de,no,,train,easy,False,none,42,420095
SYN-CONTRACT-0096,contract,signature_section,de,no,,validation,easy,False,none,42,420096
SYN-CONTRACT-0097,contract,amendment,en,yes,PERSON;DATE_TIME,train,easy,False,none,42,420097
SYN-CONTRACT-0098,contract,amendment,de,no,,train,easy,False,none,42,420098
SYN-CONTRACT-0099,contract,contract_excerpt,de,no,,train,easy,False,none,42,420099
SYN-CONTRACT-0100,contract,signature_section,de,no,,validation,easy,False,none,42,420100
SYN-CONTRACT-0101,contract,signature_section,de,no,,train,easy,False,none,42,420101
SYN-CONTRACT-0102,contract,signature_section,en,no,,train,easy,False,none,42,420102
SYN-CONTRACT-0103,contract,amendment,en,no,,train,easy,False,none,42,420103
SYN-CONTRACT-0104,contract,signature_section,en,yes,PERSON;IBAN_CODE,train,easy,False,none,42,420104
SYN-CONTRACT-0105,contract,contract_excerpt,en,no,,test,easy,False,none,42,420105
SYN-CONTRACT-0106,contract,amendment,de,yes,PERSON,train,easy,False,none,42,420106
SYN-CONTRACT-0107,contract,amendment,de,no,,train,easy,False,none,42,420107
SYN-CONTRACT-0108,contract,contract_excerpt,de,no,,validation,easy,False,none,42,420108
SYN-CONTRACT-0109,contract,signature_section,de,no,,train,easy,False,none,42,420109
SYN-CONTRACT-0110,contract,signature_section,de,no,,train,easy,False,none,42,420110
SYN-CONTRACT-0111,contract,contract_excerpt,en,no,,train,easy,False,none,42,420111
SYN-CONTRACT-0112,contract,signature_section,en,no,,train,easy,False,none,42,420112
SYN-CONTRACT-0113,contract,signature_section,en,no,,train,easy,False,none,42,420113
SYN-CONTRACT-0114,contract,signature_section,de,yes,PERSON;IBAN_CODE,train,easy,False,none,42,420114
SYN-CONTRACT-0115,contract,amendment,en,no,,validation,easy,False,none,42,420115
SYN-CONTRACT-0116,contract,signature_section,de,no,,train,easy,False,none,42,420116
SYN-CONTRACT-0117,contract,amendment,de,no,,train,easy,False,none,42,420117
SYN-CONTRACT-0118,contract,amendment,de,no,,test,easy,False,none,42,420118
SYN-CONTRACT-0119,contract,amendment,en,no,,train,easy,False,none,42,420119
SYN-CONTRACT-0120,contract,amendment,en,no,,train,easy,False,none,42,420120
SYN-CONTRACT-0121,contract,amendment,en,no,,train,easy,False,none,42,420121
SYN-CONTRACT-0122,contract,signature_section,de,no,,validation,easy,False,none,42,420122
SYN-CONTRACT-0123,contract,contract_excerpt,en,no,,train,easy,False,none,42,420123
SYN-CONTRACT-0124,contract,amendment,en,no,,train,easy,False,none,42,420124
SYN-CONTRACT-0125,contract,contract_excerpt,en,no,,validation,easy,False,none,42,420125
SYN-CONTRACT-0126,contract,signature_section,en,no,,validation,easy,False,none,42,420126
SYN-CONTRACT-0127,contract,contract_excerpt,de,no,,train,easy,False,none,42,420127
SYN-CONTRACT-0128,contract,signature_section,de,no,,train,easy,False,none,42,420128
SYN-CONTRACT-0129,contract,contract_excerpt,de,no,,train,easy,False,none,42,420129
SYN-CONTRACT-0130,contract,signature_section,de,no,,train,easy,False,none,42,420130
SYN-CONTRACT-0131,contract,contract_excerpt,en,no,,train,easy,False,none,42,420131
SYN-CONTRACT-0132,contract,amendment,de,no,,train,easy,False,none,42,420132
SYN-CONTRACT-0133,contract,amendment,en,no,,train,easy,False,none,42,420133
SYN-CONTRACT-0134,contract,amendment,en,no,,test,easy,False,none,42,420134
SYN-CONTRACT-0135,contract,amendment,de,no,,validation,easy,False,none,42,420135
SYN-CONTRACT-0136,contract,contract_excerpt,de,no,,train,easy,False,none,42,420136
SYN-CONTRACT-0137,contract,signature_section,en,no,,train,easy,False,none,42,420137
SYN-CONTRACT-0138,contract,amendment,de,no,,train,easy,False,none,42,420138
SYN-CONTRACT-0139,contract,contract_excerpt,en,no,,train,easy,False,none,42,420139
SYN-CONTRACT-0140,contract,amendment,en,no,,test,easy,False,none,42,420140
SYN-CONTRACT-0141,contract,contract_excerpt,en,no,,test,easy,False,none,42,420141
SYN-CONTRACT-0142,contract,contract_excerpt,de,no,,train,easy,False,none,42,420142
SYN-CONTRACT-0143,contract,signature_section,de,no,,train,easy,False,none,42,420143
SYN-CONTRACT-0144,contract,signature_section,en,yes,PERSON;LOCATION,train,easy,False,none,42,420144
SYN-CONTRACT-0145,contract,signature_section,de,yes,PERSON;IBAN_CODE,train,easy,False,none,42,420145
SYN-CONTRACT-0146,contract,contract_excerpt,de,yes,PERSON;IBAN_CODE,train,easy,False,none,42,420146
SYN-CONTRACT-0147,contract,signature_section,en,no,,train,easy,False,none,42,420147
SYN-CONTRACT-0148,contract,contract_excerpt,en,no,,train,easy,False,none,42,420148
SYN-CONTRACT-0149,contract,amendment,de,no,,train,easy,False,none,42,420149
SYN-CONTRACT-0150,contract,contract_excerpt,de,no,,train,easy,False,none,42,420150
SYN-CONTRACT-0151,contract,contract_excerpt,en,yes,PERSON;EMAIL_ADDRESS,train,easy,False,none,42,420151
SYN-CONTRACT-0152,contract,signature_section,en,no,,train,easy,False,none,42,420152
SYN-CONTRACT-0153,contract,contract_excerpt,de,no,,train,easy,False,none,42,420153
SYN-CONTRACT-0154,contract,amendment,de,no,,train,easy,False,none,42,420154
SYN-CONTRACT-0155,contract,signature_section,en,no,,train,easy,False,none,42,420155
SYN-CONTRACT-0156,contract,signature_section,en,no,,test,easy,False,none,42,420156
SYN-CONTRACT-0157,contract,signature_section,de,yes,PERSON;IBAN_CODE,validation,easy,False,none,42,420157
SYN-CONTRACT-0158,contract,signature_section,de,yes,PERSON;IBAN_CODE,test,easy,False,none,42,420158
SYN-CONTRACT-0159,contract,contract_excerpt,en,no,,train,easy,False,none,42,420159
SYN-CONTRACT-0160,contract,contract_excerpt,de,no,,train,easy,False,none,42,420160
SYN-CONTRACT-0161,contract,amendment,en,yes,PERSON;DATE_TIME,train,easy,False,none,42,420161
SYN-CONTRACT-0162,contract,amendment,en,no,,train,easy,False,none,42,420162
SYN-CONTRACT-0163,contract,contract_excerpt,en,no,,test,easy,False,none,42,420163
SYN-CONTRACT-0164,contract,amendment,de,yes,PERSON;IBAN_CODE,train,easy,False,none,42,420164
SYN-CONTRACT-0165,contract,contract_excerpt,de,no,,test,easy,False,none,42,420165
SYN-CONTRACT-0166,contract,signature_section,de,yes,PERSON;EMAIL_ADDRESS,train,easy,False,none,42,420166
SYN-CONTRACT-0167,contract,signature_section,de,no,,train,easy,False,none,42,420167
SYN-CONTRACT-0168,contract,amendment,en,no,,test,easy,False,none,42,420168
SYN-CONTRACT-0169,contract,signature_section,de,no,,train,easy,False,none,42,420169
SYN-CONTRACT-0170,contract,contract_excerpt,de,no,,test,easy,False,none,42,420170
SYN-CONTRACT-0171,contract,contract_excerpt,en,no,,train,easy,False,none,42,420171
SYN-CONTRACT-0172,contract,contract_excerpt,de,no,,train,easy,False,none,42,420172
SYN-CONTRACT-0173,contract,contract_excerpt,en,no,,train,easy,False,none,42,420173
SYN-CONTRACT-0174,contract,contract_excerpt,en,no,,train,easy,False,none,42,420174
SYN-CONTRACT-0175,contract,amendment,en,no,,train,easy,False,none,42,420175
SYN-CONTRACT-0176,contract,signature_section,de,no,,test,easy,False,none,42,420176
SYN-CONTRACT-0177,contract,amendment,de,no,,train,easy,False,none,42,420177
SYN-CONTRACT-0178,contract,contract_excerpt,en,no,,train,easy,False,none,42,420178
SYN-CONTRACT-0179,contract,amendment,en,no,,train,easy,False,none,42,420179
SYN-CONTRACT-0180,contract,contract_excerpt,en,no,,train,easy,False,none,42,420180
SYN-CONTRACT-0181,contract,signature_section,en,no,,train,easy,False,none,42,420181
SYN-CONTRACT-0182,contract,signature_section,en,no,,train,easy,False,none,42,420182
SYN-CONTRACT-0183,contract,signature_section,en,no,,train,easy,False,none,42,420183
SYN-CONTRACT-0184,contract,contract_excerpt,en,no,,train,easy,False,none,42,420184
SYN-CONTRACT-0185,contract,signature_section,de,no,,train,easy,False,none,42,420185
SYN-CONTRACT-0186,contract,signature_section,de,no,,validation,easy,False,none,42,420186
SYN-CONTRACT-0187,contract,amendment,en,no,,train,easy,False,none,42,420187
SYN-CONTRACT-0188,contract,contract_excerpt,de,no,,train,easy,False,none,42,420188
SYN-CONTRACT-0189,contract,amendment,de,no,,train,easy,False,none,42,420189
SYN-CONTRACT-0190,contract,signature_section,en,no,,train,easy,False,none,42,420190
SYN-CONTRACT-0191,contract,contract_excerpt,de,no,,train,easy,False,none,42,420191
SYN-CONTRACT-0192,contract,signature_section,en,no,,train,easy,False,none,42,420192
SYN-CONTRACT-0193,contract,amendment,en,no,,test,easy,False,none,42,420193
SYN-CONTRACT-0194,contract,contract_excerpt,de,no,,train,easy,False,none,42,420194
SYN-CONTRACT-0195,contract,signature_section,de,no,,train,easy,False,none,42,420195
SYN-CONTRACT-0196,contract,signature_section,de,no,,validation,easy,False,none,42,420196
SYN-CONTRACT-0197,contract,contract_excerpt,de,yes,PERSON;IBAN_CODE,test,easy,False,none,42,420197
SYN-CONTRACT-0198,contract,amendment,en,no,,train,easy,False,none,42,420198
SYN-CONTRACT-0199,contract,amendment,en,yes,PERSON;EMAIL_ADDRESS,test,easy,False,none,42,420199
SYN-CONTRACT-0200,contract,signature_section,de,no,,train,easy,False,none,42,420200
SYN-CONTRACT-0201,contract,signature_section,de,no,,train,easy,False,none,42,420201
SYN-CONTRACT-0202,contract,contract_excerpt,de,no,,train,easy,False,none,42,420202
SYN-CONTRACT-0203,contract,contract_excerpt,en,no,,train,easy,False,none,42,420203
SYN-CONTRACT-0204,contract,amendment,en,no,,validation,easy,False,none,42,420204
SYN-CONTRACT-0205,contract,signature_section,en,no,,train,easy,False,none,42,420205
SYN-CONTRACT-0206,contract,amendment,en,no,,train,easy,False,none,42,420206
SYN-CONTRACT-0207,contract,signature_section,de,yes,PERSON;IBAN_CODE,test,easy,False,none,42,420207
SYN-CONTRACT-0208,contract,contract_excerpt,de,no,,train,easy,False,none,42,420208
SYN-CONTRACT-0209,contract,contract_excerpt,en,no,,train,easy,False,none,42,420209
SYN-CONTRACT-0210,contract,amendment,en,no,,train,easy,False,none,42,420210
SYN-CONTRACT-0211,contract,amendment,de,no,,train,easy,False,none,42,420211
SYN-CONTRACT-0212,contract,contract_excerpt,de,no,,train,easy,False,none,42,420212
SYN-CONTRACT-0213,contract,signature_section,de,yes,PERSON;IBAN_CODE,validation,easy,False,none,42,420213
SYN-CONTRACT-0214,contract,contract_excerpt,de,no,,train,easy,False,none,42,420214
SYN-CONTRACT-0215,contract,amendment,en,no,,train,easy,False,none,42,420215
SYN-CONTRACT-0216,contract,signature_section,de,no,,train,easy,False,none,42,420216
SYN-CONTRACT-0217,contract,signature_section,de,no,,test,easy,False,none,42,420217
SYN-CONTRACT-0218,contract,contract_excerpt,en,no,,train,easy,False,none,42,420218
SYN-CONTRACT-0219,contract,contract_excerpt,de,no,,train,easy,False,none,42,420219
SYN-CONTRACT-0220,contract,contract_excerpt,en,no,,train,easy,False,none,42,420220
SYN-CONTRACT-0221,contract,signature_section,en,no,,test,easy,False,none,42,420221
SYN-CONTRACT-0222,contract,amendment,de,no,,train,easy,False,none,42,420222
SYN-CONTRACT-0223,contract,amendment,en,no,,test,easy,False,none,42,420223
SYN-CONTRACT-0224,contract,amendment,de,no,,train,easy,False,none,42,420224
SYN-CONTRACT-0225,contract,amendment,de,no,,train,easy,False,none,42,420225
SYN-CONTRACT-0226,contract,contract_excerpt,en,no,,train,easy,False,none,42,420226
SYN-CONTRACT-0227,contract,contract_excerpt,en,no,,train,easy,False,none,42,420227
SYN-CONTRACT-0228,contract,amendment,en,no,,train,easy,False,none,42,420228
SYN-CONTRACT-0229,contract,contract_excerpt,en,yes,PERSON;LOCATION,train,easy,False,none,42,420229
SYN-CONTRACT-0230,contract,amendment,en,no,,train,easy,False,none,42,420230
SYN-CONTRACT-0231,contract,amendment,de,no,,train,easy,False,none,42,420231
SYN-CONTRACT-0232,contract,amendment,de,no,,train,easy,False,none,42,420232
SYN-CONTRACT-0233,contract,amendment,de,no,,train,easy,False,none,42,420233
SYN-CONTRACT-0234,contract,signature_section,de,no,,validation,easy,False,none,42,420234
SYN-CONTRACT-0235,contract,signature_section,de,no,,validation,easy,False,none,42,420235
SYN-CONTRACT-0236,contract,amendment,en,no,,validation,easy,False,none,42,420236
SYN-CONTRACT-0237,contract,signature_section,en,yes,PERSON;EMAIL_ADDRESS,validation,easy,False,none,42,420237
SYN-CONTRACT-0238,contract,amendment,de,no,,train,easy,False,none,42,420238
SYN-CONTRACT-0239,contract,contract_excerpt,en,no,,validation,easy,False,none,42,420239
SYN-CONTRACT-0240,contract,amendment,de,no,,test,easy,False,none,42,420240
SYN-CONTRACT-0241,contract,contract_excerpt,en,no,,train,easy,False,none,42,420241
SYN-CONTRACT-0242,contract,amendment,de,yes,PERSON,train,easy,False,none,42,420242
SYN-CONTRACT-0243,contract,signature_section,de,no,,train,easy,False,none,42,420243
SYN-CONTRACT-0244,contract,amendment,de,no,,validation,easy,False,none,42,420244
SYN-CONTRACT-0245,contract,signature_section,en,yes,PERSON;EMAIL_ADDRESS,train,easy,False,none,42,420245
SYN-CONTRACT-0246,contract,contract_excerpt,de,no,,train,easy,False,none,42,420246
SYN-CONTRACT-0247,contract,contract_excerpt,de,no,,train,easy,False,none,42,420247
SYN-CONTRACT-0248,contract,signature_section,en,no,,train,easy,False,none,42,420248
SYN-CONTRACT-0249,contract,contract_excerpt,en,no,,test,easy,False,none,42,420249
SYN-CONTRACT-0250,contract,amendment,de,no,,train,easy,False,none,42,420250
SYN-CUSTOMER_SUPPORT-0001,customer_support,portal_ticket,de,yes,PERSON;CREDIT_CARD,train,easy,False,none,1042,10420001
SYN-CUSTOMER_SUPPORT-0002,customer_support,email_ticket,de,yes,PHONE_NUMBER,train,easy,False,none,1042,10420002
SYN-CUSTOMER_SUPPORT-0003,customer_support,email_ticket,de,no,,train,easy,False,none,1042,10420003
SYN-CUSTOMER_SUPPORT-0004,customer_support,escalation_note,en,no,,train,easy,False,none,1042,10420004
SYN-CUSTOMER_SUPPORT-0005,customer_support,escalation_note,en,no,,validation,easy,False,none,1042,10420005
SYN-CUSTOMER_SUPPORT-0006,customer_support,portal_ticket,en,yes,IP_ADDRESS,train,easy,False,none,1042,10420006
SYN-CUSTOMER_SUPPORT-0007,customer_support,portal_ticket,en,no,,test,easy,False,none,1042,10420007
SYN-CUSTOMER_SUPPORT-0008,customer_support,email_ticket,de,no,,test,easy,False,none,1042,10420008
SYN-CUSTOMER_SUPPORT-0009,customer_support,portal_ticket,en,no,,test,easy,False,none,1042,10420009
SYN-CUSTOMER_SUPPORT-0010,customer_support,escalation_note,de,no,,train,easy,False,none,1042,10420010
SYN-CUSTOMER_SUPPORT-0011,customer_support,escalation_note,en,no,,test,easy,False,none,1042,10420011
SYN-CUSTOMER_SUPPORT-0012,customer_support,portal_ticket,de,no,,train,easy,False,none,1042,10420012
SYN-CUSTOMER_SUPPORT-0013,customer_support,email_ticket,de,no,,validation,easy,False,none,1042,10420013
SYN-CUSTOMER_SUPPORT-0014,customer_support,email_ticket,de,no,,train,easy,False,none,1042,10420014
SYN-CUSTOMER_SUPPORT-0015,customer_support,email_ticket,en,no,,train,easy,False,none,1042,10420015
SYN-CUSTOMER_SUPPORT-0016,customer_support,portal_ticket,en,no,,test,easy,False,none,1042,10420016
SYN-CUSTOMER_SUPPORT-0017,customer_support,email_ticket,de,no,,train,easy,False,none,1042,10420017
SYN-CUSTOMER_SUPPORT-0018,customer_support,escalation_note,en,no,,train,easy,False,none,1042,10420018
SYN-CUSTOMER_SUPPORT-0019,customer_support,email_ticket,de,no,,train,easy,False,none,1042,10420019
SYN-CUSTOMER_SUPPORT-0020,customer_support,escalation_note,de,no,,test,easy,False,none,1042,10420020
SYN-CUSTOMER_SUPPORT-0021,customer_support,email_ticket,en,no,,train,easy,False,none,1042,10420021
SYN-CUSTOMER_SUPPORT-0022,customer_support,email_ticket,en,no,,train,easy,False,none,1042,10420022
SYN-CUSTOMER_SUPPORT-0023,customer_support,email_ticket,de,no,,train,easy,False,none,1042,10420023
SYN-CUSTOMER_SUPPORT-0024,customer_support,portal_ticket,de,yes,PERSON;CREDIT_CARD,validation,easy,False,none,1042,10420024
SYN-CUSTOMER_SUPPORT-0025,customer_support,escalation_note,en,no,,train,easy,False,none,1042,10420025
SYN-CUSTOMER_SUPPORT-0026,customer_support,escalation_note,de,yes,PERSON,train,easy,False,none,1042,10420026
SYN-CUSTOMER_SUPPORT-0027,customer_support,email_ticket,en,no,,train,easy,False,none,1042,10420027
SYN-CUSTOMER_SUPPORT-0028,customer_support,email_ticket,de,no,,train,easy,False,none,1042,10420028
SYN-CUSTOMER_SUPPORT-0029,customer_support,portal_ticket,en,yes,PHONE_NUMBER,test,easy,False,none,1042,10420029
SYN-CUSTOMER_SUPPORT-0030,customer_support,escalation_note,en,no,,train,easy,False,none,1042,10420030
SYN-CUSTOMER_SUPPORT-0031,customer_support,email_ticket,en,yes,PERSON;EMAIL_ADDRESS,test,easy,False,none,1042,10420031
SYN-CUSTOMER_SUPPORT-0032,customer_support,escalation_note,de,no,,validation,easy,False,none,1042,10420032
SYN-CUSTOMER_SUPPORT-0033,customer_support,email_ticket,en,yes,EMAIL_ADDRESS,train,easy,False,none,1042,10420033
SYN-CUSTOMER_SUPPORT-0034,customer_support,email_ticket,en,no,,train,easy,False,none,1042,10420034
SYN-CUSTOMER_SUPPORT-0035,customer_support,escalation_note,de,no,,validation,easy,False,none,1042,10420035
SYN-CUSTOMER_SUPPORT-0036,customer_support,escalation_note,de,no,,train,easy,False,none,1042,10420036
SYN-CUSTOMER_SUPPORT-0037,customer_support,email_ticket,en,no,,train,easy,False,none,1042,10420037
SYN-CUSTOMER_SUPPORT-0038,customer_support,email_ticket,de,no,,train,easy,False,none,1042,10420038
SYN-CUSTOMER_SUPPORT-0039,customer_support,escalation_note,en,yes,PERSON;CREDIT_CARD,validation,easy,False,none,1042,10420039
SYN-CUSTOMER_SUPPORT-0040,customer_support,portal_ticket,en,no,,validation,easy,False,none,1042,10420040
SYN-CUSTOMER_SUPPORT-0041,customer_support,portal_ticket,en,no,,validation,easy,False,none,1042,10420041
SYN-CUSTOMER_SUPPORT-0042,customer_support,escalation_note,de,no,,validation,easy,False,none,1042,10420042
SYN-CUSTOMER_SUPPORT-0043,customer_support,escalation_note,de,no,,train,easy,False,none,1042,10420043
SYN-CUSTOMER_SUPPORT-0044,customer_support,escalation_note,en,no,,train,easy,False,none,1042,10420044
SYN-CUSTOMER_SUPPORT-0045,customer_support,email_ticket,de,no,,train,easy,False,none,1042,10420045
SYN-CUSTOMER_SUPPORT-0046,customer_support,portal_ticket,de,no,,train,easy,False,none,1042,10420046
SYN-CUSTOMER_SUPPORT-0047,customer_support,escalation_note,de,no,,train,easy,False,none,1042,10420047
SYN-CUSTOMER_SUPPORT-0048,customer_support,portal_ticket,de,no,,train,easy,False,none,1042,10420048
SYN-CUSTOMER_SUPPORT-0049,customer_support,email_ticket,de,no,,train,easy,False,none,1042,10420049
SYN-CUSTOMER_SUPPORT-0050,customer_support,email_ticket,en,no,,test,easy,False,none,1042,10420050
SYN-CUSTOMER_SUPPORT-0051,customer_support,escalation_note,en,no,,train,easy,False,none,1042,10420051
