document_id,scenario_type,variant,language,contains_personal_data,entity_types,recommended_split,difficulty,edge_case,challenge_category,scenario_seed,row_seed
SYN-CUSTOMER_SUPPORT-0030,customer_support,escalation_note,en,no,,validation,easy,False,none,1042,10420030
SYN-CUSTOMER_SUPPORT-0031,customer_support,portal_ticket,de,no,,train,easy,False,none,1042,10420031
SYN-CUSTOMER_SUPPORT-0032,customer_support,email_ticket,en,no,,train,easy,False,none,1042,10420032
SYN-CUSTOMER_SUPPORT-0033,customer_support,email_ticket,de,no,,test,easy,False,none,1042,10420033
SYN-CUSTOMER_SUPPORT-0034,customer_support,portal_ticket,en,no,,train,easy,False,none,1042,10420034
SYN-CUSTOMER_SUPPORT-0035,customer_support,escalation_note,en,no,,train,easy,False,none,1042,10420035
SYN-CUSTOMER_SUPPORT-0036,customer_support,escalation_note,en,no,,train,easy,False,none,1042,10420036
SYN-CUSTOMER_SUPPORT-0037,customer_support,portal_ticket,de,yes,IP_ADDRESS,validation,easy,False,none,1042,10420037
SYN-CUSTOMER_SUPPORT-0038,customer_support,escalation_note,en,no,,validation,easy,False,none,1042,10420038
SYN-CUSTOMER_SUPPORT-0039,customer_support,portal_ticket,en,no,,train,easy,False,none,1042,10420039
SYN-CUSTOMER_SUPPORT-0040,customer_support,escalation_note,de,no,,train,easy,False,none,1042,10420040
SYN-CUSTOMER_SUPPORT-0041,customer_support,escalation_note,de,no,,train,easy,False,none,1042,10420041
SYN-CUSTOMER_SUPPORT-0042,customer_support,email_ticket,en,no,,train,easy,False,none,1042,10420042
SYN-CUSTOMER_SUPPORT-0043,customer_support,escalation_note,de,no,,train,easy,False,none,1042,10420043
SYN-CUSTOMER_SUPPORT-0044,customer_support,portal_ticket,de,no,,validation,easy,False,none,1042,10420044
SYN-CUSTOMER_SUPPORT-0045,customer_support,email_ticket,de,no,,train,easy,False,none,1042,10420045
SYN-CUSTOMER_SUPPORT-0046,customer_support,escalation_note,en,no,,test,easy,False,none,1042,10420046
SYN-CUSTOMER_SUPPORT-0047,customer_support,email_ticket,de,no,,train,easy,False,none,1042,10420047
SYN-CUSTOMER_SUPPORT-0048,customer_support,email_ticket,de,no,,train,easy,False,none,1042,10420048
SYN-CUSTOMER_SUPPORT-0049,customer_support,email_ticket,de,no,,train,easy,False,none,1042,10420049
SYN-CUSTOMER_SUPPORT-0050,customer_support,portal_ticket,en,no,,train,easy,False,none,1042,10420050
SYN-CUSTOMER_SUPPORT-0051,customer_support,portal_ticket,de,no,,train,easy,False,none,1042,10420051
SYN-CUSTOMER_SUPPORT-0052,customer_support,portal_ticket,de,no,,train,easy,False,none,1042,10420052
SYN-CUSTOMER_SUPPORT-0053,customer_support,email_ticket,en,no,,train,easy,False,none,1042,10420053
SYN-CUSTOMER_SUPPORT-0054,customer_support,escalation_note,de,no,,train,easy,False,none,1042,10420054
SYN-CUSTOMER_SUPPORT-0055,customer_support,escalation_note,en,no,,train,easy,False,none,1042,10420055
SYN-CUSTOMER_SUPPORT-0056,customer_support,portal_ticket,en,no,,train,easy,False,none,1042,10420056
SYN-CUSTOMER_SUPPORT-0057,customer_support,portal_ticket,de,no,,validation,easy,False,none,1042,10420057
SYN-CUSTOMER_SUPPORT-0058,customer_support,portal_ticket,de,no,,train,easy,False,none,1042,10420058
SYN-CUSTOMER_SUPPORT-0059,customer_support,escalation_note,en,no,,train,easy,False,none,1042,10420059
SYN-CUSTOMER_SUPPORT-0060,customer_support,escalation_note,en,no,,train,easy,False,none,1042,10420060
SYN-CUSTOMER_SUPPORT-0061,customer_support,escalation_note,de,yes,PERSON,train,easy,False,none,1042,10420061
SYN-CUSTOMER_SUPPORT-0062,customer_support,escalation_note,de,no,,validation,easy,False,none,1042,10420062
SYN-CUSTOMER_SUPPORT-0063,customer_support,email_ticket,en,no,,train,easy,False,none,1042,10420063
SYN-CUSTOMER_SUPPORT-0064,customer_support,email_ticket,en,no,,train,easy,False,none,1042,10420064
SYN-CUSTOMER_SUPPORT-0065,customer_support,email_ticket,en,no,,train,easy,False,none,1042,10420065
SYN-CUSTOMER_SUPPORT-0066,customer_support,escalation_note,de,no,,test,easy,False,none,1042,10420066
SYN-CUSTOMER_SUPPORT-0067,customer_support,email_ticket,de,no,,train,easy,False,none,1042,10420067
SYN-CUSTOMER_SUPPORT-0068,customer_support,escalation_note,en,no,,train,easy,False,none,1042,10420068
SYN-CUSTOMER_SUPPORT-0069,customer_support,email_ticket,en,no,,validation,easy,False,none,1042,10420069
SYN-CUSTOMER_SUPPORT-0070,customer_support,escalation_note,de,no,,train,easy,False,none,1042,10420070
SYN-CUSTOMER_SUPPORT-0071,customer_support,email_ticket,de,yes,PHONE_NUMBER,train,easy,False,none,1042,10420071
SYN-CUSTOMER_SUPPORT-0072,customer_support,email_ticket,de,no,,train,easy,False,none,1042,10420072
SYN-CUSTOMER_SUPPORT-0073,customer_support,email_ticket,de,no,,train,easy,False,none,1042,10420073
SYN-CUSTOMER_SUPPORT-0074,customer_support,portal_ticket,en,no,,train,easy,False,none,1042,10420074
SYN-CUSTOMER_SUPPORT-0075,customer_support,escalation_note,en,no,,train,easy,False,none,1042,10420075
SYN-CUSTOMER_SUPPORT-0076,customer_support,escalation_note,de,no,,train,easy,False,none,1042,10420076
SYN-CUSTOMER_SUPPORT-0077,customer_support,email_ticket,en,yes,PHONE_NUMBER,validation,easy,False,none,1042,10420077
SYN-CUSTOMER_SUPPORT-0078,customer_support,portal_ticket,de,no,,train,easy,False,none,1042,10420078
SYN-CUSTOMER_SUPPORT-0079,customer_support,portal_ticket,en,no,,train,easy,False,none,1042,10420079
SYN-CUSTOMER_SUPPORT-0080,customer_support,email_ticket,en,no,,test,easy,False,none,1042,10420080
SYN-CUSTOMER_SUPPORT-0081,customer_support,email_ticket,en,no,,train,easy,False,none,1042,10420081
SYN-CUSTOMER_SUPPORT-0082,customer_support,email_ticket,en,no,,test,easy,False,none,1042,10420082
SYN-CUSTOMER_SUPPORT-0083,customer_support,escalation_note,de,no,,train,easy,False,none,1042,10420083
SYN-CUSTOMER_SUPPORT-0084,customer_support,email_ticket,de,no,,train,easy,False,none,1042,10420084
SYN-CUSTOMER_SUPPORT-0085,customer_support,escalation_note,en,no,,train,easy,False,none,1042,10420085
SYN-CUSTOMER_SUPPORT-0086,customer_support,portal_ticket,en,no,,train,easy,False,none,1042,10420086
SYN-CUSTOMER_SUPPORT-0087,customer_support,portal_ticket,de,no,,train,easy,False,none,1042,10420087
SYN-CUSTOMER_SUPPORT-0088,customer_support,escalation_note,de,yes,EMAIL_ADDRESS,train,easy,False,none,1042,10420088
SYN-CUSTOMER_SUPPORT-0089,customer_support,email_ticket,en,no,,train,easy,False,none,1042,10420089
SYN-CUSTOMER_SUPPORT-0090,customer_support,portal_ticket,en,no,,train,easy,False,none,1042,10420090
SYN-CUSTOMER_SUPPORT-0091,customer_support,email_ticket,en,no,,validation,easy,False,none,1042,10420091
SYN-CUSTOMER_SUPPORT-0092,customer_support,escalation_note,de,no,,train,easy,False,none,1042,10420092
SYN-CUSTOMER_SUPPORT-0093,customer_support,portal_ticket,en,no,,train,easy,False,none,1042,10420093
SYN-CUSTOMER_SUPPORT-0094,customer_support,portal_ticket,de,no,,train,easy,False,none,1042,10420094
SYN-CUSTOMER_SUPPORT-0095,customer_support,portal_ticket,de,no,,train,easy,False,none,1042,10420095
SYN-CUSTOMER_SUPPORT-0096,customer_support,email_ticket,en,yes,URL,test,easy,False,none,1042,10420096
SYN-CUSTOMER_SUPPORT-0097,customer_support,escalation_note,de,no,,train,easy,False,none,1042,10420097
SYN-CUSTOMER_SUPPORT-0098,customer_support,portal_ticket,de,no,,test,easy,False,none,1042,10420098
SYN-CUSTOMER_SUPPORT-0099,customer_support,escalation_note,en,no,,test,easy,False,none,1042,10420099
SYN-CUSTOMER_SUPPORT-0100,customer_support,email_ticket,en,no,,train,easy,False,none,1042,10420100
SYN-EMPLOYEE_RECORD-0001,employee_record,employee_summary,de,no,,train,easy,False,none,2042,20420001
SYN-EMPLOYEE_RECORD-0002,employee_record,hr_profile,en,no,,train,easy,False,none,2042,20420002
SYN-EMPLOYEE_RECORD-0003,employee_record,structured_record,en,no,,train,easy,False,none,2042,20420003
SYN-EMPLOYEE_RECORD-0004,employee_record,hr_profile,en,no,,test,easy,False,none,2042,20420004
SYN-EMPLOYEE_RECORD-0005,employee_record,structured_record,en,no,,train,easy,False,none,2042,20420005
SYN-EMPLOYEE_RECORD-0006,employee_record,structured_record,en,no,,train,easy,False,none,2042,20420006
SYN-EMPLOYEE_RECORD-0007,employee_record,hr_profile,en,no,,validation,easy,False,none,2042,20420007
SYN-EMPLOYEE_RECORD-0008,employee_record,employee_summary,en,no,,train,easy,False,none,2042,20420008
SYN-EMPLOYEE_RECORD-0009,employee_record,structured_record,en,yes,PERSON;EMAIL_ADDRESS;PHONE_NUMBER,train,easy,False,none,2042,20420009
SYN-EMPLOYEE_RECORD-0010,employee_record,employee_summary,de,no,,test,easy,False,none,2042,20420010
SYN-EMPLOYEE_RECORD-0011,employee_record,hr_profile,en,yes,PERSON,train,easy,False,none,2042,20420011
SYN-EMPLOYEE_RECORD-0012,employee_record,structured_record,de,no,,train,easy,False,none,2042,20420012
SYN-EMPLOYEE_RECORD-0013,employee_record,employee_summary,de,yes,PERSON;EMAIL_ADDRESS;PHONE_NUMBER,train,easy,False,none,2042,20420013
SYN-EMPLOYEE_RECORD-0014,employee_record,structured_record,de,no,,test,easy,False,none,2042,20420014
SYN-EMPLOYEE_RECORD-0015,employee_record,employee_summary,de,no,,train,easy,False,none,2042,20420015
SYN-EMPLOYEE_RECORD-0016,employee_record,structured_record,de,no,,test,easy,False,none,2042,20420016
SYN-EMPLOYEE_RECORD-0017,employee_record,hr_profile,en,no,,train,easy,False,none,2042,20420017
SYN-EMPLOYEE_RECORD-0018,employee_record,employee_summary,de,no,,validation,easy,False,none,2042,20420018
SYN-EMPLOYEE_RECORD-0019,employee_record,structured_record,en,no,,validation,easy,False,none,2042,20420019
SYN-EMPLOYEE_RECORD-0020,employee_record,hr_profile,en,no,,train,easy,False,none,2042,20420020
SYN-EMPLOYEE_RECORD-0021,employee_record,employee_summary,de,no,,train,easy,False,none,2042,20420021
SYN-EMPLOYEE_RECORD-0022,employee_record,employee_summary,de,no,,train,easy,False,none,2042,20420022
SYN-EMPLOYEE_RECORD-0023,employee_record,employee_summary,de,no,,test,easy,False,none,2042,20420023
SYN-EMPLOYEE_RECORD-0024,employee_record,structured_record,de,no,,validation,easy,False,none,2042,20420024
SYN-EMPLOYEE_RECORD-0025,employee_record,hr_profile,de,no,,train,easy,False,none,2042,20420025
SYN-EMPLOYEE_RECORD-0026,employee_record,structured_record,en,no,,train,easy,False,none,2042,20420026
SYN-EMPLOYEE_RECORD-0027,employee_record,employee_summary,en,no,,train,easy,False,none,2042,20420027
SYN-EMPLOYEE_RECORD-0028,employee_record,hr_profile,en,no,,train,easy,False,none,2042,20420028
SYN-EMPLOYEE_RECORD-0029,employee_record,hr_profile,de,no,,train,easy,False,none,2042,20420029
SYN-EMPLOYEE_RECORD-0030,employee_record,employee_summary,de,no,,train,easy,False,none,2042,20420030
SYN-EMPLOYEE_RECORD-0031,employee_record,structured_record,de,no,,validation,easy,False,none,2042,20420031
SYN-EMPLOYEE_RECORD-0032,employee_record,hr_profile,de,no,,train,easy,False,none,2042,20420032
SYN-EMPLOYEE_RECORD-0033,employee_record,structured_record,en,no,,test,easy,False,none,2042,20420033
SYN-EMPLOYEE_RECORD-0034,employee_record,employee_summary,de,no,,train,easy,False,none,2042,20420034
SYN-EMPLOYEE_RECORD-0035,employee_record,structured_record,en,no,,train,easy,False,none,2042,20420035
SYN-EMPLOYEE_RECORD-0036,employee_record,hr_profile,en,no,,validation,easy,False,none,2042,20420036
SYN-EMPLOYEE_RECORD-0037,employee_record,employee_summary,en,no,,train,easy,False,none,2042,20420037
SYN-EMPLOYEE_RECORD-0038,employee_record,employee_summary,de,no,,train,easy,False,none,2042,20420038
SYN-EMPLOYEE_RECORD-0039,employee_record,structured_record,de,no,,train,easy,False,none,2042,20420039
SYN-EMPLOYEE_RECORD-0040,employee_record,structured_record,en,yes,PERSON,train,easy,False,none,2042,20420040
SYN-EMPLOYEE_RECORD-0041,employee_record,employee_summary,de,no,,test,easy,False,none,2042,20420041
SYN-EMPLOYEE_RECORD-0042,employee_record,structured_record,de,no,,test,easy,False,none,2042,20420042
SYN-EMPLOYEE_RECORD-0043,employee_record,hr_profile,en,no,,train,easy,False,none,2042,20420043
SYN-EMPLOYEE_RECORD-0044,employee_record,hr_profile,en,no,,train,easy,False,none,2042,20420044
SYN-EMPLOYEE_RECORD-0045,employee_record,employee_summary,de,no,,train,easy,False,none,2042,20420045
SYN-EMPLOYEE_RECORD-0046,employee_record,structured_record,de,no,,train,easy,False,none,2042,20420046
SYN-EMPLOYEE_RECORD-0047,employee_record,employee_summary,en,no,,train,easy,False,none,2042,20420047
SYN-EMPLOYEE_RECORD-0048,employee_record,structured_record,de,yes,PERSON;NRP,validation,easy,False,none,2042,20420048
SYN-EMPLOYEE_RECORD-0049,employee_record,structured_record,de,yes,PERSON,test,easy,False,none,2042,20420049
SYN-EMPLOYEE_RECORD-0050,employee_record,structured_record,en,no,,train,easy,False,none,2042,20420050
SYN-EMPLOYEE_RECORD-0051,employee_record,structured_record,de,yes,PERSON;LOCATION,train,easy,False,none,2042,20420051
SYN-EMPLOYEE_RECORD-0052,employee_record,employee_summary,de,no,,validation,easy,False,none,2042,20420052
SYN-EMPLOYEE_RECORD-0053,employee_record,employee_summary,en,no,,train,easy,False,none,2042,20420053
SYN-EMPLOYEE_RECORD-0054,employee_record,structured_record,de,no,,train,easy,False,none,2042,20420054
SYN-EMPLOYEE_RECORD-0055,employee_record,hr_profile,en,no,,train,easy,False,none,2042,20420055
SYN-EMPLOYEE_RECORD-0056,employee_record,employee_summary,en,yes,PERSON;LOCATION,train,easy,False,none,2042,20420056
SYN-EMPLOYEE_RECORD-0057,employee_record,employee_summary,en,no,,train,easy,False,none,2042,20420057
SYN-EMPLOYEE_RECORD-0058,employee_record,hr_profile,en,no,,test,easy,False,none,2042,20420058
SYN-EMPLOYEE_RECORD-0059,employee_record,structured_record,en,no,,train,easy,False,none,2042,20420059
SYN-EMPLOYEE_RECORD-0060,employee_record,employee_summary,de,no,,train,easy,False,none,2042,20420060
SYN-EMPLOYEE_RECORD-0061,employee_record,employee_summary,en,no,,validation,easy,False,none,2042,20420061
SYN-EMPLOYEE_RECORD-0062,employee_record,hr_profile,en,yes,PERSON;EMAIL_ADDRESS;PHONE_NUMBER,test,easy,False,none,2042,20420062
SYN-EMPLOYEE_RECORD-0063,employee_record,hr_profile,en,no,,validation,easy,False,none,2042,20420063
SYN-EMPLOYEE_RECORD-0064,employee_record,employee_summary,de,no,,train,easy,False,none,2042,20420064
SYN-EMPLOYEE_RECORD-0065,employee_record,employee_summary,de,no,,train,easy,False,none,2042,20420065
SYN-EMPLOYEE_RECORD-0066,employee_record,hr_profile,de,no,,train,easy,False,none,2042,20420066
SYN-EMPLOYEE_RECORD-0067,employee_record,hr_profile,en,no,,test,easy,False,none,2042,20420067
SYN-EMPLOYEE_RECORD-0068,employee_record,structured_record,de,no,,train,easy,False,none,2042,20420068
SYN-EMPLOYEE_RECORD-0069,employee_record,structured_record,de,no,,train,easy,False,none,2042,20420069
SYN-EMPLOYEE_RECORD-0070,employee_record,hr_profile,en,no,,train,easy,False,none,2042,20420070
SYN-EMPLOYEE_RECORD-0071,employee_record,structured_record,en,no,,train,easy,False,none,2042,20420071
SYN-EMPLOYEE_RECORD-0072,employee_record,structured_record,de,no,,train,easy,False,none,2042,20420072
